local_time,sentiment,sentimentscore,nature,naturescore,text,retweet_count,like_count,reply_count,hashtags
2021-11-21 20:31:36,Negative,0.7799354195594788,Problem,0.5987691283226013,"Comme toujours, la réalité est infiniment plus complexe que ne le prétend le politiquement correct. « Valeurs: 🔴 @Valeurs s'est entretenu avec six victimes des attentats du 13 novembre qui expriment leur malaise face au discours des associations, pourtant censées les représenter. Témoignages par @AmauryBucco ⤵️
https://www.valeursactuelles.com/clubvaleurs/societe/attentats-du-13-novembre-le-malaise-de-victimes-face-aux-discours-des-associations/ — https://twitter.com/Valeurs/status/1462367624264830977 »",702.0,2597.0,63.0,
2021-11-21 19:29:16,Neutral,0.7349168658256531,Other,0.946381688117981,"À demain, 8h30 sur @franceinfo !
#DirectZemmour « franceinfo: Éric Zemmour sera l'invité du 8h30 franceinfo, lundi 22 novembre

📻 Radio ⤵️
https://www.francetvinfo.fr/en-direct/radio.html

📺 Télé canal 27 ⤵️
https://www.francetvinfo.fr/en-direct/tv.html https://twitter.com/franceinfo/status/1462450733740142604/photo/1 — https://twitter.com/franceinfo/status/1462450733740142604 »",506.0,1898.0,191.0,directzemmour
2021-11-21 16:02:43,Neutral,0.3516125082969665,Other,0.8776537179946899,Pour en finir une bonne fois pour toutes avec @jclagarde. Sans armes ni menaces. https://twitter.com/ZemmourEric/status/1462451418124718082/photo/1,5152.0,14418.0,1347.0,
2021-11-21 15:53:45,Negative,0.900577962398529,Problem,0.8448073863983154,"Alors que nous versons des centaines de millions d’euros d’aide au développement à la Chine, les Français d’outre-mer continuent à souffrir d’un manque d’infrastructures et de conditions économiques dégradées. Il est urgent de retrouver le sens des priorités dans notre pays. « christine_kelly: La Guadeloupe au bord du chaos...
mais chuuut personne n’en parle…
Écoles vandalisées, pilleurs, casseurs, habitants terrorisés, routes barrées, incendies déclenchés, multiples grèves…sur fond de refus de vaccination.. 
200 forces de l’ordre se rendent sur place. — https://twitter.com/christine_kelly/status/1461655773667340291 »",1592.0,5022.0,179.0,
2021-11-21 08:28:34,Neutral,0.6791006326675415,Other,0.9428494572639465,"Ce que j'ai dit aux Londoniens !

Regardez la vidéo sur ma chaîne YouTube : 
➡️https://youtu.be/2ZO7Ae2dFqA

#Londres https://twitter.com/ZemmourEric/status/1462337126692012034/photo/1",529.0,1752.0,138.0,londres
2021-11-20 21:57:35,Positive,0.8905682563781738,Other,0.8830491304397583,"Quand ils ont de grands défis à relever, les Français savent toujours se sublimer. Admirable #XVdeFrance !

#FRANZL https://twitter.com/ZemmourEric/status/1462178332909395978/photo/1",873.0,5277.0,278.0,franzl|xvdefrance
2021-11-20 21:03:19,Negative,0.7590766549110413,Problem,0.6267327070236206,"2017 : Yassine Belattar est conseiller de Macron.
2021 : il séquestre et menace de mort des journalistes.
Quand le pouvoir drague la racaille, elle se croit tout permis.

#YassineBelattar « JordanFlrtn: Hier soir, Yassine Belattar m’a retenu enfermé pendant 1h, grille baissée, dans son théâtre, pour avoir réalisé avec mon collègue des interviews de son public dans la rue, avant son spectacle. Menacé de mort, séquestré, la police est finalement arrivée. J'ai déposé plainte⤵️ https://twitter.com/JordanFlrtn/status/1462135983118467072/video/1 — https://twitter.com/JordanFlrtn/status/1462135983118467072 »",3521.0,9792.0,456.0,yassinebelattar
2021-11-20 19:58:15,Neutral,0.5324391722679138,Other,0.9401983022689819,Je tiens à assurer Rama Yade de tout mon micro-soutien face au micro-drame qu'elle micro-traverse. https://twitter.com/ZemmourEric/status/1462148301684412418/photo/1,2932.0,13222.0,889.0,
2021-11-20 19:57:02,Negative,0.7461449503898621,Solution,0.7869333624839783,"Je ne crois qu’à la compétence. Je suis donc contre toute forme de discrimination positive et donc contre la parité. S’il y a plus de femmes compétentes que d’hommes, alors il doit y avoir plus de femmes.
#NousToutesAvecZemmour https://twitter.com/ZemmourEric/status/1462147995433152514/video/1",1345.0,4776.0,177.0,noustoutesaveczemmour
2021-11-20 14:44:38,Neutral,0.7504590749740601,Other,0.9501680731773376,C'était Bordeaux ! https://twitter.com/ZemmourEric/status/1462069379806416900/video/1,567.0,2442.0,127.0,
2021-11-20 12:56:01,Neutral,0.7364749312400818,Other,0.9405194520950317,Visite du Parlement britannique. https://twitter.com/ZemmourEric/status/1462042045204340736/photo/1,832.0,4696.0,239.0,
2021-11-20 09:11:00,Negative,0.5535591840744019,Problem,0.7940970659255981,"Emmanuel Macron : « Je ne pense pas que la France ait un dernier mot à dire. »

On a bien compris que, dans l'esprit du Président, la France n'a pas son mot à dire.

https://www.lavoixdunord.fr/1101142/article/2021-11-18/sante-pouvoir-d-achat-migrants-le-president-emmanuel-macron-repond-nos-questions",1055.0,3466.0,241.0,
2021-11-20 08:27:29,Positive,0.8810600638389587,Other,0.9482152462005615,Un plaisir d'avoir échangé avec vous à Londres ! https://twitter.com/ZemmourEric/status/1461974467392028678/photo/1,806.0,4005.0,121.0,
2021-11-19 20:26:44,Positive,0.8820185661315918,Other,0.9318126440048218,Merci aux Français de Londres pour leur accueil chaleureux ! https://twitter.com/ZemmourEric/status/1461793082043682817/photo/1,1205.0,5918.0,200.0,
2021-11-19 17:37:02,Neutral,0.7850467562675476,Other,0.9473689198493958,Mon entretien avec Bloomberg à Londres. https://twitter.com/ZemmourEric/status/1461750376504471555/photo/1,1067.0,5141.0,177.0,
2021-11-19 17:20:50,Positive,0.5954946279525757,Other,0.6218404173851013,"Soutien affectueux ma chère Christine. Reste libre et résiste ! « christine_kelly: La volonté de me voir décapitée, la détermination de me l’envoyer par mail ne changera rien aux idées des uns et des autres. Chacun reste libre. Avec ou sans moi. — https://twitter.com/christine_kelly/status/1461368034078064640 »",1638.0,7826.0,216.0,
2021-11-19 17:08:12,Positive,0.4963298738002777,Other,0.9185101389884949,"La Croisée des chemins s’achève. Le 5 décembre, la suite de l’histoire commence au Zénith de #Paris. Venez l’écrire avec moi !

Lien d'inscription : 
https://www.croiseedeschemins-ez.fr/paris",2197.0,6406.0,759.0,paris
2021-11-19 09:58:00,Neutral,0.5294723510742188,Other,0.9511452913284302,".@SadiqKhan j'arrive ! 😉
#Londres https://twitter.com/ZemmourEric/status/1461634857424072705/photo/1",1652.0,8196.0,644.0,londres
2021-11-18 12:44:56,Neutral,0.7367880344390869,Other,0.9504996538162231,https://twitter.com/ZemmourEric/status/1461314481385095168/photo/1,1008.0,3874.0,190.0,
2021-11-18 09:36:27,Neutral,0.7252726554870605,Other,0.9508649110794067,https://twitter.com/ZemmourEric/status/1461267044503011334/photo/1,1193.0,4550.0,197.0,
2021-11-17 19:10:56,Neutral,0.6931627988815308,Other,0.9485697150230408,"Ce que je veux dire aux Gilets Jaunes : 
➡️ https://youtu.be/ypNoRO1cOfU

#GiletsJaunes https://twitter.com/ZemmourEric/status/1461049232828383232/video/1",1001.0,3336.0,378.0,giletsjaunes
2021-11-17 18:04:25,Neutral,0.5883195996284485,Other,0.9246113896369934,"Trois ans après la naissance des #GiletsJaunes, la blessure n’est toujours pas refermée.

Retrouvez l’intégralité de mon message sur YouTube :
➡️https://youtu.be/ypNoRO1cOfU https://twitter.com/ZemmourEric/status/1461032492857794564/photo/1",679.0,2323.0,146.0,giletsjaunes
2021-11-17 17:45:33,Neutral,0.5143371224403381,Other,0.95074862241745,Toujours pas @TwitterFrance ? https://twitter.com/ZemmourEric/status/1461027743651581956/photo/1,1903.0,6058.0,416.0,
2021-11-17 16:12:34,Positive,0.9106137156486512,Other,0.7441191077232361,"Félicitations à @davidlisnard, élu à la tête de @l_amf, et tous mes vœux de succès pour sa volonté de rendre aux maires leur vraie place : au centre du paysage français.
#AMF « Valeurs: 🔴 David Lisnard, maire LR de Cannes, élu président de l’Association des maires de France ↩️

https://buff.ly/3cn2q7q — https://twitter.com/Valeurs/status/1460993676436557832 »",1004.0,4199.0,113.0,amf
2021-11-17 13:33:43,Positive,0.3740961849689484,Problem,0.8140011429786682,"Le Gouvernement pratique la préférence étrangère et tourne le dos à notre glorieuse histoire lorsqu’il verse une subvention à une entreprise indienne au détriment de Saint-Gobain, fleuron français fondé par Colbert. 

https://www.lefigaro.fr/conjoncture/une-aide-d-etat-met-saint-gobain-en-colere-20211112?utm_source=app&utm_medium=sms&utm_campaign=fr.playsoft.lefigarov3",1323.0,3706.0,128.0,
2021-11-17 10:32:45,Positive,0.4415504038333893,Other,0.5616223216056824,"Faux « Mineurs isolés » : on ne me fera pas taire !

#JeSoutiensZemmour https://twitter.com/ZemmourEric/status/1460918827609464834/photo/1",2975.0,9268.0,796.0,jesoutienszemmour
2021-11-16 19:11:18,Neutral,0.7291829586029053,Other,0.9378238916397095,"Je vous donne rendez-vous ce vendredi 19 novembre à #Londres.

Toutes les informations ici : 
https://www.croiseedeschemins-ez.fr/londres

Retrouvons-nous nombreux ! https://twitter.com/ZemmourEric/status/1460686936046292997/photo/1",609.0,2190.0,178.0,londres
2021-11-16 17:50:32,Positive,0.8799813389778137,Other,0.9430802464485168,brouillés* (Merci à mes lecteurs les plus vigilants. La langue française reconnaissante.),174.0,2628.0,77.0,
2021-11-16 17:08:12,Negative,0.8886634707450867,Problem,0.7141527533531189,".@EmmanuelMacron si prompt à défendre l’intégrité territoriale de l’Ukraine abandonne encore une fois celle de l’Arménie, de nouveau attaquée par l’Azerbaïdjan aujourd'hui. 

Les beaux discours sur l’amitié franco-arménienne ne suffisent plus, il faut passer aux actes.",1930.0,6291.0,237.0,
2021-11-16 16:57:06,Negative,0.8955848813056946,Problem,0.7149500250816345,Les Insoumis veulent se réconcilier avec les terroristes ? Je ne savais pas qu'ils étaient brouilllés !,2921.0,12108.0,602.0,
2021-11-16 14:37:29,Negative,0.7662608027458191,Problem,0.8229835629463196,"Les migrants attaquent la frontière au cri d'« Allah akbar ! ». En se protégeant, la #Pologne donne une leçon à toute l'Europe. https://twitter.com/ZemmourEric/status/1460618026466820102/video/1",2490.0,7780.0,440.0,pologne
2021-11-16 14:04:01,Negative,0.5673760175704956,Problem,0.8222203850746155,"Trafics, criminalité, immigration, insécurité : Marseille est un concentré de tout ce qui nous tue. J’y serai le 26 novembre, pour lui dire combien elle a été grande et peut le redevenir.",1565.0,6425.0,367.0,
2021-11-16 13:04:35,Negative,0.8199124336242676,Problem,0.6390241980552673,"En bon progressiste, @CBeaune craint davantage les barbelés que les djihadistes. https://twitter.com/ZemmourEric/status/1460594648276250625/photo/1",1008.0,3536.0,265.0,
2021-11-16 12:36:34,Positive,0.8208909034729004,Other,0.8933005928993225,"En marge du Congrès de l'#AMF, je rencontre des élus qui ont confiance en eux-mêmes et en leurs idées. https://twitter.com/ZemmourEric/status/1460587597638553604/photo/1",560.0,2104.0,59.0,amf
2021-11-16 10:36:06,Negative,0.7616257071495056,Solution,0.4051608741283417,"Si elle élit @davidlisnard, @l_amf restera indépendante. Sans quoi elle deviendra une succursale de l'Élysée. L’Assemblée Nationale fait déjà cela très bien, inutile d'en rajouter !
#AMF",1391.0,4589.0,144.0,amf
2021-11-16 09:32:55,Negative,0.3514171838760376,Problem,0.8332530856132507,"« La plus belle des ruses du Diable est de vous persuader qu'il n'existe pas ! » Charles Baudelaire
https://www.leparisien.fr/societe/woke-cest-un-terme-invente-pour-decredibiliser-un-mouvement-de-prise-de-conscience-de-respect-de-lautre-15-11-2021-NQZ2UR7UL5H4PBQMLGSULLWOKY.php",857.0,3083.0,196.0,
2021-11-16 09:00:37,Neutral,0.7582695484161377,Other,0.9505634903907776,#AMF https://twitter.com/ZemmourEric/status/1460533253849366533/photo/1,804.0,2841.0,92.0,amf
2021-11-15 18:46:49,Neutral,0.70793616771698,Other,0.9453886151313782,"Ce que j'ai dit aux Bordelais !

La vidéo sur ma chaîne YouTube :
➡️ https://youtu.be/Yg4ftiVh5jA

#Bordeaux https://twitter.com/ZemmourEric/status/1460318385699442688/photo/1",408.0,1545.0,88.0,bordeaux
2021-11-15 14:31:38,Positive,0.7674584388732909,Other,0.9194071888923645,Un acte très courageux et d'une grande fermeté... https://twitter.com/ZemmourEric/status/1460254168069906437/photo/1,1955.0,9300.0,889.0,
2021-11-15 11:48:39,Neutral,0.7337231636047363,Other,0.9507293105125427,😇 https://twitter.com/ZemmourEric/status/1460213150083686400/photo/1,2050.0,8438.0,517.0,
2021-11-15 08:58:43,Positive,0.8882684111595154,Other,0.937214732170105,Retour en image de ma venue à #Bordeaux. Merci pour votre accueil si sympathique ! https://twitter.com/ZemmourEric/status/1460170386008678402/photo/1,564.0,2754.0,102.0,bordeaux
2021-11-14 22:01:20,Positive,0.917896568775177,Solution,0.771007239818573,"Merci aux acteurs économiques français qui, avec le « Made in France », font notre fierté et préservent nos savoir-faire et nos emplois.
#MIFExpo https://twitter.com/ZemmourEric/status/1460004952324067342/video/1",956.0,4202.0,152.0,mifexpo
2021-11-14 20:15:37,Positive,0.7862008810043335,Other,0.949459969997406,"Un bien beau cadeau. 😉
#MIFExpo https://twitter.com/ZemmourEric/status/1459978344393498632/photo/1",682.0,5007.0,247.0,mifexpo
2021-11-14 19:24:35,Positive,0.8206772208213806,Other,0.9494642615318298,"Sympathique moment au stand de @mobionscooter.
#MIFExpo https://twitter.com/ZemmourEric/status/1459965505117302795/video/1",493.0,2334.0,88.0,mifexpo
2021-11-14 14:50:41,Positive,0.5991822481155396,Other,0.9279090762138367,"Dans le peloton de tête sur un vélo de course français ! Merci @clementleroy_, champion du monde des coursiers à vélo. 
#MIFExpo https://twitter.com/ZemmourEric/status/1459896573509439501/photo/1",511.0,2609.0,111.0,mifexpo
2021-11-14 14:23:06,Negative,0.4085453748703003,Problem,0.4977285861968994,".@RaquelGarridoFr veut la réconciliation avec les terroristes. Je veux la victoire sur le djihadisme. Nous ne sommes pas du même côté de la ligne de front.
#Bataclan #13Novembre2015 https://twitter.com/ZemmourEric/status/1459889631391010820/video/1",2226.0,7486.0,645.0,13novembre2015|bataclan
2021-11-14 12:38:14,Neutral,0.5145653486251831,Other,0.922876238822937,"Un art de vivre français !
#MIFExpo https://twitter.com/ZemmourEric/status/1459863242801659908/photo/1",1322.0,7199.0,399.0,mifexpo
2021-11-14 12:30:56,Neutral,0.6086372137069702,Other,0.9425057172775269,"Petite pause saucisson au stand Des Hommes et des Bœufs 😉

#MIFExpo https://twitter.com/ZemmourEric/status/1459861403590971396/video/1",804.0,3883.0,237.0,mifexpo
2021-11-14 12:01:48,Neutral,0.5683574676513672,Other,0.9488675594329834,"À votre santé !
#MIFExpo https://twitter.com/ZemmourEric/status/1459854073591738371/video/1",476.0,2323.0,96.0,mifexpo
2021-11-14 11:59:55,Positive,0.8708568811416626,Other,0.9022564888000488,"Merci à la société Obut qui perpétue la tradition française de la pétanque. 
#MIFExpo https://twitter.com/ZemmourEric/status/1459853598054133761/photo/1",557.0,3313.0,70.0,mifexpo
2021-11-14 11:23:14,Neutral,0.7232843041419983,Other,0.9428697824478149,Je réponds aux questions intéressant les entrepreneurs au salon #MIFExpo. https://twitter.com/ZemmourEric/status/1459844368202936320/photo/1,553.0,2353.0,63.0,mifexpo
2021-11-14 11:15:41,Neutral,0.6413371562957764,Other,0.8495749831199646,"Visite au stand de Maison Marc qui depuis 1923 produit des cornichons et des veloutés de légumes 100 % français et bio.
#MIFExpo https://twitter.com/ZemmourEric/status/1459842468233555969/photo/1",526.0,2770.0,97.0,mifexpo
2021-11-14 11:05:50,Neutral,0.4778474271297455,Other,0.8833646178245544,"Passage chez @daan_tech qui frabique un lave-vaisselle innovant 100 % français, « le Bob ».
#MIFExpo https://twitter.com/ZemmourEric/status/1459839989785808899/photo/1",391.0,2078.0,85.0,mifexpo
2021-11-14 10:51:35,Positive,0.8963865041732788,Other,0.873649001121521,"Bravo à la @cartefrancaise pour leur travail en faveur du Made in France !
#MIFExpo https://twitter.com/ZemmourEric/status/1459836403970457600/photo/1",494.0,2299.0,61.0,mifexpo
2021-11-14 10:21:13,Positive,0.8944432139396667,Other,0.9341029524803162,"Arrivée à la #MIFExpo, merci à l’entreprise « Le Chic français » de m’avoir accueilli sur son stand ! https://twitter.com/ZemmourEric/status/1459828759889170433/photo/1",1059.0,6112.0,471.0,mifexpo
2021-11-13 21:25:42,Neutral,0.4683701097965241,Problem,0.7091076374053955,"Le sens de l’Histoire qui se manifeste ici, au #Bataclan, c’est cette guerre de civilisations. Être Président de la République, ce n’est pas seulement organiser des marches blanches. Être Président de la République, c’est protéger les Français. 
#13Novembre2015 https://twitter.com/ZemmourEric/status/1459633593639178249/video/1",1164.0,4365.0,210.0,13novembre2015|bataclan
2021-11-13 21:19:50,Negative,0.8889427781105042,Problem,0.8106865882873535,"Ces djihadistes tuent en criant « Allah Akhbar ». Il faut regarder en face cette vérité, sinon nous ne sommes que des faibles, des pacifistes, et nous nous ferons écraser par des gens qui veulent notre mort.
#13Novembre2015 #Bataclan https://twitter.com/ZemmourEric/status/1459632120222126087/video/1",1764.0,6060.0,197.0,13novembre2015|bataclan
2021-11-13 21:11:57,Negative,0.7109566926956177,Problem,0.8463132381439209,"La politique sert à annoncer et à prévoir le tragique. Sinon, on passe son temps à allumer des bougies. Le rôle du politique ce n’est pas cela. La France n’est pas responsable. Les responsables sont les pouvoirs publics.
#13Novembre2015 #Bataclan https://twitter.com/ZemmourEric/status/1459630133556437000/video/1",945.0,3301.0,125.0,13novembre2015|bataclan
2021-11-13 20:56:56,Negative,0.6980065703392029,Problem,0.8032420873641968,"François Hollande dit lui-même qu’il savait que des terroristes seraient infiltrés parmi les migrants. Qu'ils soient de nationalité française ou belge, ils n'auraient pas du revenir de Syrie. Il n'a pas protégé les Français.
#Bataclan #13Novembre2015 https://twitter.com/ZemmourEric/status/1459626354945712134/video/1",1158.0,3855.0,205.0,13novembre2015|bataclan
2021-11-13 20:04:30,Positive,0.4601216316223145,Other,0.862155020236969,"Le plus bel hommage que nous puissions rendre aux victimes est de nous battre pour elles.
#13Novembre2015 #Bataclan https://twitter.com/ZemmourEric/status/1459613159929659396/photo/1",2104.0,8826.0,585.0,13novembre2015|bataclan
2021-11-13 10:52:20,Positive,0.5159136056900024,Problem,0.6205865144729614,"L'entretien à lire absolument d'un des esprits les plus lucides de notre temps.
https://www.lefigaro.fr/vox/societe/face-au-terrorisme-islamiste-frapper-vite-et-fort-c-est-cela-que-morts-et-vivants-reclament-20211112",939.0,2649.0,110.0,
2021-11-13 10:27:44,Negative,0.949779450893402,Problem,0.8462110161781311,"L'Éducation Nationale prétend « déconstruire le mâle blanc ». En réalité, elle détruit nos enfants.

https://www.lefigaro.fr/actualite-france/antiracisme-ideologie-lgbt-decolonialisme-comment-on-endoctrine-nos-enfants-a-l-ecole-20211112",1470.0,4966.0,211.0,
2021-11-12 19:53:01,Positive,0.7430793642997742,Other,0.5491343140602112,"Nous sommes cette France. Le combat pour notre survie ne fait que commencer. Il sera long, il sera éprouvant, il sera douloureux, mais nous le gagnerons, car à la fin, la France gagne toujours.
#Bordeaux https://twitter.com/ZemmourEric/status/1459247883459383304/photo/1",1276.0,4816.0,282.0,bordeaux
2021-11-12 19:48:57,Negative,0.421142727136612,Solution,0.6361238956451416,"Les Français ont décidé d’être libres. Libre de créer, libre de travailler. Libre d’innover et libre d’inventer. Libre de dénoncer les envahisseurs qui nous menacent. Libre de combattre ceux qui nous agressent. Libre de se battre pour retrouver leur pays.
#Bordeaux https://twitter.com/ZemmourEric/status/1459246859340423173/photo/1",626.0,2340.0,145.0,bordeaux
2021-11-12 19:45:19,Positive,0.42738497257232666,Problem,0.6260959506034851,"En réalité, ce que nos ennemis ne savaient pas, c’est qu’ils ont réveillé une France qui de toute son histoire, n’a jamais baissé les yeux. Une France aussi redoutable qu’implacable.
#Bordeaux https://twitter.com/ZemmourEric/status/1459245943258234884/photo/1",542.0,2152.0,57.0,bordeaux
2021-11-12 19:45:16,Negative,0.9592410326004028,Problem,0.7783031463623047,"Voilà six ans que les visages de centaines de victimes hantent nos vies. Nos ennemis pensaient avoir mis la France à genoux : ils ont vu ces journalistes trouver des excuses aux assassins, ils ont vu ces « bobos » allumer des bougies dans les rues.
#Bordeaux",899.0,3335.0,103.0,bordeaux
2021-11-12 19:42:45,Negative,0.9136332869529724,Problem,0.8443647027015686,"Ils le savaient et ils n’ont rien fait. Le pouvoir était au courant du danger et il a préféré que des Français meurent plutôt que d’empêcher des « migrants » de venir en France.
#Bordeaux",866.0,3324.0,108.0,bordeaux
2021-11-12 19:42:44,Negative,0.8810667395591736,Problem,0.7559987306594849,"François Hollande est venu témoigner au procès du #13Novembre. Nos médias n’ont pas retenu l’une de ses déclarations : « nous savions que dans les flux de réfugiés, il y avait des terroristes. Mais nous ne savions ni où, ni quand, ni comment ils allaient nous frapper ».
#Bordeaux",1578.0,5126.0,192.0,13novembre|bordeaux
2021-11-12 19:40:33,Negative,0.6362324953079224,Problem,0.5543882846832275,"Français, le devoir nous appelle. Nous devons nous libérer d’une bureaucratie délirante qui nous empêche de travailler. Nous devons nous libérer d’une fiscalité écrasante qui nous accable. Nous devons nous émanciper du politiquement correct.
#Bordeaux https://twitter.com/ZemmourEric/status/1459244747512598539/photo/1",535.0,2011.0,72.0,bordeaux
2021-11-12 19:37:50,Positive,0.6413334608078003,Problem,0.8011016249656677,"C’est la grande leçon de l’Histoire : comme au football, la France n’est jamais aussi brillante que lorsqu’elle est « outsider », quand elle est dos au mur, quand elle a tout à perdre.
#Bordeaux",350.0,1771.0,59.0,bordeaux
2021-11-12 19:30:30,Positive,0.8927416801452637,Solution,0.49466952681541443,"Le compositeur autrichien Gustave Mahler avait ces mots extraordinaires : « La tradition, c'est la transmission du feu et non l'adoration des cendres ». Nous voulons transmettre à nos enfants un pays flamboyant, vivant, créateur, innovant. Car là est le génie français.
#Bordeaux https://twitter.com/ZemmourEric/status/1459242218586320900/photo/1",756.0,2697.0,84.0,bordeaux
2021-11-12 19:23:35,Negative,0.8682347536087036,Problem,0.8036417365074158,"Notre vision de l’économie n’est pas celle de la croissance pour la croissance, d’un « homo-economicus » calculateur et déraciné, qui travaille pour consommer et consomme pour travailler.
#Bordeaux",345.0,1537.0,33.0,bordeaux
2021-11-12 19:22:14,Positive,0.5354819893836975,Solution,0.8074985146522522,"Pour préserver notre tissu économique et notamment industriel, il faut exonérer de droits de donation la transmission d’une entreprise familiale. C’est une mesure radicale, à la hauteur de l’urgence : un dirigeant de PME et d'ETI sur trois est âgé de plus de 60 ans.
#Bordeaux",551.0,2112.0,32.0,bordeaux
2021-11-12 19:14:24,Positive,0.6898587942123413,Solution,0.8051877617835999,"En France, l’État doit prendre sa part de responsabilité et favoriser nos petites et moyennes entreprises par la commande publique, comme le font les États- Unis, la Chine ou l’Allemagne.
#Bordeaux",503.0,2165.0,40.0,bordeaux
2021-11-12 19:13:27,Negative,0.7328906059265137,Solution,0.7179403901100159,"Il faut relever le plafond du taux réduit de l’impôt sur les sociétés, pour redonner des marges de manœuvre aux TPE et PME. Il faut continuer à baisser les impôts de production, cette fiscalité la plus bête du monde, que la France s’inflige toute seule.
#Bordeaux",441.0,1736.0,24.0,bordeaux
2021-11-12 19:11:43,Negative,0.6408499479293823,Solution,0.7694900631904602,"Il faut créer un Haut-Commissariat à la simplification administrative, directement rattaché au Président de la République. Son travail serait de revenir à un cadre clair, débarrassé des lourdeurs qui pèsent sur les ménages, sur les entreprises et sur l’État lui-même.
#Bordeaux https://twitter.com/ZemmourEric/status/1459237491689598976/photo/1",499.0,1884.0,122.0,bordeaux
