,Unnamed: 0,query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url,score,sentiment,nature,naturescore
10,10,(from:ZemmourEric),1.4625190852505887e+18,1637526696.0,2021-11-21 20:31:36,ZemmourEric,"Comme toujours, la réalité est infiniment plus complexe que ne le prétend le politiquement correct. « Valeurs: 🔴 @Valeurs s'est entretenu avec six victimes des attentats du 13 novembre qui expriment leur malaise face au discours des associations, pourtant censées les représenter. Témoignages par @AmauryBucco ⤵️
https://www.valeursactuelles.com/clubvaleurs/societe/attentats-du-13-novembre-le-malaise-de-victimes-face-aux-discours-des-associations/ — https://twitter.com/Valeurs/status/1462367624264830977 »",0.0,702.0,2597.0,63.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,1.462367624264831e+18,Valeurs,112754792.0,1637490585.0,2021-11-23T18:14:15.471416,https://twitter.com/ZemmourEric/statuses/1462519085250588672,,,,,https://twitter.com/Valeurs/status/1462367624264830977|https://www.valeursactuelles.com/clubvaleurs/societe/attentats-du-13-novembre-le-malaise-de-victimes-face-aux-discours-des-associations/,twitter.com|valeursactuelles.com,,,,amaurybucco|valeurs,799159685421076480|112754792,,,,,0.7799354195594788,Negative,Problem,0.5987691283226013
11,11,(from:ZemmourEric),1.462503396448084e+18,1637522956.0,2021-11-21 19:29:16,ZemmourEric,"À demain, 8h30 sur @franceinfo !
#DirectZemmour « franceinfo: Éric Zemmour sera l'invité du 8h30 franceinfo, lundi 22 novembre

📻 Radio ⤵️
https://www.francetvinfo.fr/en-direct/radio.html

📺 Télé canal 27 ⤵️
https://www.francetvinfo.fr/en-direct/tv.html https://twitter.com/franceinfo/status/1462450733740142604/photo/1 — https://twitter.com/franceinfo/status/1462450733740142604 »",0.0,506.0,1898.0,191.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,1.4624507337401426e+18,franceinfo,38395124.0,1637510400.0,2021-11-23T18:14:15.472574,https://twitter.com/ZemmourEric/statuses/1462503396448083968,,,,,https://twitter.com/franceinfo/status/1462450733740142604|https://www.francetvinfo.fr/en-direct/radio.html|https://www.francetvinfo.fr/en-direct/tv.html,twitter.com|francetvinfo.fr|francetvinfo.fr,https://pbs.twimg.com/media/FEuFgM8XoAADg-H.jpg,1462450733740142604_FEuFgM8XoAADg-H.jpg,photo,franceinfo,38395124,directzemmour,,,,0.7349168658256531,Neutral,Other,0.946381688117981
12,12,(from:ZemmourEric),1.462451418124718e+18,1637510563.0,2021-11-21 16:02:43,ZemmourEric,Pour en finir une bonne fois pour toutes avec @jclagarde. Sans armes ni menaces. https://twitter.com/ZemmourEric/status/1462451418124718082/photo/1,0.0,5152.0,14418.0,1347.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:15.473295,https://twitter.com/ZemmourEric/statuses/1462451418124718082,,,,,,,https://pbs.twimg.com/media/FEurz1UWYAUJOM2.jpg,1462451418124718082_FEurz1UWYAUJOM2.jpg,photo,jclagarde,360680603,,,,,0.3516125082969665,Neutral,Other,0.8776537179946899
13,13,(from:ZemmourEric),1.4624491598527734e+18,1637510025.0,2021-11-21 15:53:45,ZemmourEric,"Alors que nous versons des centaines de millions d’euros d’aide au développement à la Chine, les Français d’outre-mer continuent à souffrir d’un manque d’infrastructures et de conditions économiques dégradées. Il est urgent de retrouver le sens des priorités dans notre pays. « christine_kelly: La Guadeloupe au bord du chaos...
mais chuuut personne n’en parle…
Écoles vandalisées, pilleurs, casseurs, habitants terrorisés, routes barrées, incendies déclenchés, multiples grèves…sur fond de refus de vaccination.. 
200 forces de l’ordre se rendent sur place. — https://twitter.com/christine_kelly/status/1461655773667340291 »",0.0,1592.0,5022.0,179.0,fr,,,,Twitter for iPhone,http://twitter.com/download/iphone,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,1.4616557736673403e+18,christine_kelly,1072300501.0,1637320867.0,2021-11-23T18:14:15.474341,https://twitter.com/ZemmourEric/statuses/1462449159852773377,,,,,https://twitter.com/christine_kelly/status/1461655773667340291,twitter.com,,,,,,,,,,0.900577962398529,Negative,Problem,0.8448073863983154
14,14,(from:ZemmourEric),1.462337126692012e+18,1637483314.0,2021-11-21 08:28:34,ZemmourEric,"Ce que j'ai dit aux Londoniens !

Regardez la vidéo sur ma chaîne YouTube : 
➡️https://youtu.be/2ZO7Ae2dFqA

#Londres https://twitter.com/ZemmourEric/status/1462337126692012034/photo/1",0.0,529.0,1752.0,138.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:15.475014,https://twitter.com/ZemmourEric/statuses/1462337126692012034,,,,,https://youtu.be/2ZO7Ae2dFqA,youtu.be,https://pbs.twimg.com/media/FEtD3WsXIAoFSEt.jpg,1462337126692012034_FEtD3WsXIAoFSEt.jpg,photo,,,londres,,,,0.6791006326675415,Neutral,Other,0.9428494572639465
15,15,(from:ZemmourEric),1.462178332909396e+18,1637445455.0,2021-11-20 21:57:35,ZemmourEric,"Quand ils ont de grands défis à relever, les Français savent toujours se sublimer. Admirable #XVdeFrance !

#FRANZL https://twitter.com/ZemmourEric/status/1462178332909395978/photo/1",0.0,873.0,5277.0,278.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:15.475759,https://twitter.com/ZemmourEric/statuses/1462178332909395978,,,,,,,https://pbs.twimg.com/media/FEqzcVnX0AEzodA.jpg,1462178332909395978_FEqzcVnX0AEzodA.jpg,photo,,,franzl|xvdefrance,,,,0.8905682563781738,Positive,Other,0.8830491304397583
16,16,(from:ZemmourEric),1.4621646780298158e+18,1637442199.0,2021-11-20 21:03:19,ZemmourEric,"2017 : Yassine Belattar est conseiller de Macron.
2021 : il séquestre et menace de mort des journalistes.
Quand le pouvoir drague la racaille, elle se croit tout permis.

#YassineBelattar « JordanFlrtn: Hier soir, Yassine Belattar m’a retenu enfermé pendant 1h, grille baissée, dans son théâtre, pour avoir réalisé avec mon collègue des interviews de son public dans la rue, avant son spectacle. Menacé de mort, séquestré, la police est finalement arrivée. J'ai déposé plainte⤵️ https://twitter.com/JordanFlrtn/status/1462135983118467072/video/1 — https://twitter.com/JordanFlrtn/status/1462135983118467072 »",0.0,3521.0,9792.0,456.0,fr,,,,Twitter for iPhone,http://twitter.com/download/iphone,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,1.462135983118467e+18,JordanFlrtn,2715673193.0,1637435358.0,2021-11-23T18:14:15.476932,https://twitter.com/ZemmourEric/statuses/1462164678029815819,,,,,https://twitter.com/JordanFlrtn/status/1462135983118467072,twitter.com,https://video.twimg.com/ext_tw_video/1462135631400902658/pu/vid/1280x720/b38tjBQ7E-1DAXhu.mp4,1462135983118467072_b38tjBQ7E-1DAXhu.mp4,video,,,yassinebelattar,,,,0.7590766549110413,Negative,Problem,0.6267327070236206
17,17,(from:ZemmourEric),1.4621483016844124e+18,1637438295.0,2021-11-20 19:58:15,ZemmourEric,Je tiens à assurer Rama Yade de tout mon micro-soutien face au micro-drame qu'elle micro-traverse. https://twitter.com/ZemmourEric/status/1462148301684412418/photo/1,0.0,2932.0,13222.0,889.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:15.477608,https://twitter.com/ZemmourEric/statuses/1462148301684412418,,,,,,,https://pbs.twimg.com/media/FEqYIRkWYAA6Rv4.jpg,1462148301684412418_FEqYIRkWYAA6Rv4.jpg,photo,,,,,,,0.5324391722679138,Neutral,Other,0.9401983022689819
18,18,(from:ZemmourEric),1.4621479954331525e+18,1637438222.0,2021-11-20 19:57:02,ZemmourEric,"Je ne crois qu’à la compétence. Je suis donc contre toute forme de discrimination positive et donc contre la parité. S’il y a plus de femmes compétentes que d’hommes, alors il doit y avoir plus de femmes.
#NousToutesAvecZemmour https://twitter.com/ZemmourEric/status/1462147995433152514/video/1",0.0,1345.0,4776.0,177.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:15.478206,https://twitter.com/ZemmourEric/statuses/1462147995433152514,,,,,,,https://video.twimg.com/ext_tw_video/1462147044940951554/pu/vid/1280x720/4JQbls4VHyvCofYd.mp4,1462147995433152514_4JQbls4VHyvCofYd.mp4,video,,,noustoutesaveczemmour,,,,0.7461449503898621,Negative,Solution,0.7869333624839783
19,19,(from:ZemmourEric),1.462069379806417e+18,1637419478.0,2021-11-20 14:44:38,ZemmourEric,C'était Bordeaux ! https://twitter.com/ZemmourEric/status/1462069379806416900/video/1,0.0,567.0,2442.0,127.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:15.478716,https://twitter.com/ZemmourEric/statuses/1462069379806416900,,,,,,,https://video.twimg.com/ext_tw_video/1462069140085170190/pu/vid/1280x720/klMu2dcH58XPETof.mp4,1462069379806416900_klMu2dcH58XPETof.mp4,video,,,,,,,0.7504590749740601,Neutral,Other,0.9501680731773376
20,20,(from:ZemmourEric),1.4620420452043407e+18,1637412961.0,2021-11-20 12:56:01,ZemmourEric,Visite du Parlement britannique. https://twitter.com/ZemmourEric/status/1462042045204340736/photo/1,0.0,832.0,4696.0,239.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:16.202812,https://twitter.com/ZemmourEric/statuses/1462042045204340736,,,,,,,https://pbs.twimg.com/media/FEo3AreXMAMBUKr.jpg|https://pbs.twimg.com/media/FEo3FSGXsAEFxCQ.jpg|https://pbs.twimg.com/media/FEo3SawXMAM8U-C.jpg|https://pbs.twimg.com/media/FEo3b5vXoAAdpu3.jpg,1462042045204340736_FEo3AreXMAMBUKr.jpg|1462042045204340736_FEo3FSGXsAEFxCQ.jpg|1462042045204340736_FEo3SawXMAM8U-C.jpg|1462042045204340736_FEo3b5vXoAAdpu3.jpg,photo|photo|photo|photo,,,,,,,0.7364749312400818,Neutral,Other,0.9405194520950317
21,21,(from:ZemmourEric),1.4619854154900644e+18,1637399460.0,2021-11-20 09:11:00,ZemmourEric,"Emmanuel Macron : « Je ne pense pas que la France ait un dernier mot à dire. »

On a bien compris que, dans l'esprit du Président, la France n'a pas son mot à dire.

https://www.lavoixdunord.fr/1101142/article/2021-11-18/sante-pouvoir-d-achat-migrants-le-president-emmanuel-macron-repond-nos-questions",0.0,1055.0,3466.0,241.0,fr,,,,Twitter for Android,http://twitter.com/download/android,France,,,1.1834185382850273e+18,Eric Zemmour,0.0,Compte officiel,http://croiseedeschemins-ez.fr,https://pbs.twimg.com/profile_images/1438512918996262913/wyx604Cy_normal.jpg,3435.0,284013.0,16.0,485.0,774.0,2019-10-13 16:26:30,1570983990.0,scraping,1.0,,,,,,,,,2021-11-23T18:14:16.205673,https://twitter.com/ZemmourEric/statuses/1461985415490064387,,,,,https://www.lavoixdunord.fr/1101142/article/2021-11-18/sante-pouvoir-d-achat-migrants-le-president-emmanuel-macron-repond-nos-questions,lavoixdunord.fr,,,,,,,,,,0.5535591840744019,Negative,Problem,0.7940970659255981
